-37.7664394,144.924065
-37.7877127,144.91166
-37.7541977,144.958458
-37.7609737,145.082797
-37.7001792,145.05754
-37.7200212,144.983335
-37.7040085,144.917642
-37.7316098,145.056208
-37.7093399,145.085921
-37.7346171,144.905665
-37.786336,144.977332
-37.7534857,144.964153
-37.7310187,144.952174
-37.7864663,144.943262
-37.7586114,145.000335
-37.7687606,145.024459
-37.7894698,145.027099
-37.7836301,144.961509
-37.7505343,145.029041
-37.7644482,144.936936
-37.7509853,145.002356
-37.7479747,144.958175
-37.768802,144.95456
-37.7810396,145.03175
-37.7030052,145.073788
-37.7234491,145.006852
-37.770121,144.956805
-37.7838796,144.914039
-37.7583956,144.978183
-37.7433115,144.989376
-37.7628248,144.962761
-37.7388313,145.011024
-37.7175348,144.922198
-37.7033265,144.960025
-37.7835861,144.959012
-37.7893267,144.907138
-37.7387393,145.029695
-37.7668404,145.044956
-37.7297035,145.0693
-37.7694036,144.983974
-37.7362075,144.976969
-37.7392509,144.945149
-37.7305682,145.015387
-37.7207628,144.926907
-37.7430728,145.055648
-37.7656888,144.962649
-37.7440826,144.967588
-37.7760786,144.906084
-37.7257186,144.961986
-37.7261941,145.028608
-37.7348434,144.991103
-37.756639,145.054759
-37.7554354,144.900651
-37.7894214,144.942159
-37.7713387,144.976719
-37.7569085,144.983434
-37.7778734,144.930115
-37.730717,144.924609
-37.7191486,145.054719
-37.755579,145.054957
-37.7793122,145.079938
-37.7750969,145.092309
-37.7659797,144.972211
-37.7622575,145.000123
-37.7395603,145.003515
-37.7161172,144.983747
-37.7723448,144.97181
-37.7812247,145.029338
-37.7757237,144.997615
-37.7167247,145.044436
-37.7751765,145.038979
-37.7282028,144.948791
-37.7468858,144.94891
-37.71136,145.084315
-37.7782872,145.081191
-37.7674282,144.936751
-37.7859414,144.938963
-37.7754212,144.945498
-37.7119645,144.960298
-37.7896292,144.9593
-37.771579,144.960364
-37.7779351,144.96053
-37.7649978,144.962815
-37.778292,144.970739
-37.7791429,144.978323
-37.7822089,144.983689
-37.788549,144.990785
-37.7856399,144.994611
-37.716212,145.008397
-37.7790546,145.015476
-37.7450093,145.022038
-37.74224,145.047827
-37.7631302,145.05493
-37.7725623,145.058542
-37.7704752,145.063138
-37.7606559,145.068842
-37.7380623,145.076012
-37.7704227,145.099173
-37.7070451,144.982394
-37.784747,144.977682
-37.7830876,145.062809
-37.7445134,144.997991
-37.7070127,144.929525
-37.7755202,144.948607
-37.7573919,145.069313
-37.7538963,145.021052
-37.7880109,144.99625
-37.7717566,144.994304
-37.7520751,144.934908
-37.7510532,144.917799
-37.7448536,145.066984
-37.7129065,145.048
-37.7542068,144.955
-37.7766067,144.998
-37.7802063,144.941159
-37.7892665,144.92994
-37.7780569,144.97049
-37.7442962,144.91068
-37.7412366,144.977769
-37.7203368,144.9408
-37.7463863,145.01226
-37.7492772,145.04333
-37.7449961,144.93019
-37.7623667,144.97311
-37.7039259,144.99719
-37.7059762,145.074301
-37.7003663,145.04821
-37.7579069,145.06979
-37.7431568,145.05594
-37.7879567,144.909479
-37.775827,144.96081
-37.7647961,144.945329
-37.7772263,144.938379
-37.7824466,144.9127
-37.7593864,145.01305
-37.76636,145.00191
